"","rent","size","lift","balcony","terrace","is_house","slope","highway","rail_stati","sun_eve","X","Y"
"4511",709,33,0,0,0,0,0.074968,0,1.714,315.68,679640,251180
"4512",1954,132,1,1,0,0,0.007474,0,0.459,213.23,672629,250630
"4513",1850,60,0,0,0,0,0.045325,0,1.337,276.78,687933,242895
"4514",1090,50,1,0,0,0,0.016465,0,0.615,258.94,698322,261909
"4515",1420,55,0,0,0,0,0.001688,0,0.815,220,682390,248010
"4516",2250,108,1,0,0,0,0.020974,0,0.311,183.8,683520,252110
"4517",861,50,0,0,0,0,0.054918,0,0.325,145.91,683024,264269
"4518",999,47,0,1,0,0,0.024082,0,0.833,249.77,694198,254333
"4519",882,51,0,0,0,0,0.008659,0,0.691,264.76,673583,251102
"4520",1060,50,0,1,0,0,0.177155,0,0.508,506.15,712092,236926
"4521",1400,62,0,0,0,0,0.057043,0,0.456,218.68,683185,251470
"4522",1090,75,0,1,0,0,0.011724,0,0.229,235.09,673093,261399
"4523",1400,65,0,1,0,0,0.002258,1,1.061,237,686015,251605
"4524",1630,75,0,1,0,0,0.06148,0,0.475,84.72,682123,240385
"4525",1890,97,1,0,0,0,0.009454,0,2.38,263.7,683338,262007
"4526",1443,90,0,0,0,0,0.040314,0,2.561,226.3,683813,261994
"4527",2150,100,1,1,0,0,0.016403,0,0.249,232.18,702044,232852
"4528",2350,85,0,0,0,0,0.097056,0,0.948,106.74,688273,234445
"4529",3315,112,0,1,0,0,0.028857,0,0.726,239.06,683252,241772
"4530",1240,90,0,1,0,0,0.00571,0,0.658,236.23,681239,258790
"4531",2270,88,0,1,0,0,0.085326,0,2.655,389.88,672191,253812
"4532",1380,65,0,1,0,0,0.084329,0,0.666,214.55,676554,249813
"4533",1550,87,1,1,0,0,0.034758,0,0.322,245.49,675057,249688
"4534",1325,70,1,1,0,0,0.063599,0,0.392,105.73,684839,238848
"4535",1448,98,1,1,0,0,0.048868,0,1.429,331.15,701611,243031
"4536",2200,90,0,1,0,0,0.012417,0,0.425,186.82,681780,246620
"4537",1775,83,0,1,0,0,0.007039,0,0.909,216.54,679135,248606
"4538",2300,103,0,1,0,0,0.091686,0,0.54,66.44,695886,228904
"4539",1450,70,0,0,0,0,0.031136,0,0.717,144.15,692912,231499
"4540",4000,150,0,1,0,0,0.012301,0,0.889,269.8,684145,245945
"4541",2900,110,0,0,0,0,0.150908,0,1.342,474.58,680481,250138
"4542",2760,118,0,1,0,0,0.056182,0,0.377,216.69,687136,249931
"4543",2300,150,0,1,0,0,0.02952,0,0.124,197.8,694173,240300
"4544",2050,121,0,0,0,0,0.01078,0,0.818,256.17,686705,256759
"4545",2371,130,1,0,0,0,0.070759,0,2.627,318.35,686158,258616
"4546",1410,96,0,1,0,0,0.035714,0,0.962,261.8,712282,236121
"4547",3300,175,0,1,0,0,0.009809,0,3.493,186.74,678081,263205
"4548",1633,105,0,1,0,0,0.058149,0,1.643,291.44,677229,251494
"4549",1833,90,0,0,0,0,0.063601,0,0.622,98.16,685537,238477
"4550",2950,110,1,0,0,0,0.046536,0,0.855,326.53,683115,249440
"4551",2450,120,0,1,0,0,0.098305,0,0.337,71.09,687110,235137
"4552",6000,220,0,0,0,1,0.050597,0,0.989,118.55,684013,241110
"4553",2600,128,0,0,0,0,0.077098,0,1.313,332.13,692895,235845
"4554",2550,160,0,1,0,0,0.061382,0,2.359,319.66,690227,257174
"4555",2239,170,0,1,0,0,0.063374,0,1.137,306.5,675231,259563
"4556",3980,170,1,0,0,0,0.05752,0,1.045,279.27,696659,233947
"4557",3576,140,0,0,0,0,0.033487,0,0.857,139.52,685500,237694
"4558",1990,112,1,0,0,0,0.014436,0,0.902,255.79,706897,254906
"4559",3080,148,1,0,0,0,0.072727,0,1.41,113.83,692239,232067
"4560",3155,115,0,1,0,0,0.039235,0,0.83,335.44,683110,249520
"4561",4800,220,0,0,0,0,0.028825,0,1.213,314.67,676406,247124
"4562",1434,79,0,0,0,0,0.011427,0,1.093,234.37,682545,263218
"4563",1490,90,0,0,0,0,0.027444,0,0.554,261.78,690462,263633
"4564",958,35,0,0,0,0,0.012583,0,1.604,197.44,696829,236886
"4565",2318,117,0,0,0,0,0.068569,0,0.215,415.76,682435,249867
"4566",990,76,0,0,0,0,0.073663,0,0.187,50.68,682202,239557
"4567",1630,106,0,0,0,0,0.023357,0,0.595,265.24,699089,264005
"4568",3000,130,0,0,0,0,0.109655,0,0.72,436.5,686250,245675
"4569",2050,120,0,0,0,0,0.003729,0,0.525,245.19,700122,262754
"4570",1580,92,0,0,0,0,0.005271,0,0.54,249.45,700137,262756
"4571",1540,70,0,0,0,0,0.040771,0,0.365,149.65,682413,256146
"4572",2140,107,0,0,0,0,0.009742,0,1.307,251.5,701902,264187
"4573",1420,102,0,0,0,0,0.007487,0,2.034,177.71,687015,262032
"4574",1550,92,0,0,0,0,0.037012,0,0.445,221.02,685844,255226
"4575",940,59,0,0,0,0,0.036579,0,0.453,234.16,685790,255431
"4576",960,54,0,0,0,0,0.006404,0,0.601,225.17,681212,258737
"4577",869,30,0,1,0,0,0.058386,0,0.674,342.28,689357,237779
"4578",796,37,1,1,0,0,0.049589,0,0.638,338.6,694627,253974
"4579",869,30,0,0,0,0,0.058386,0,0.674,342.28,689357,237779
"4580",703,37,0,0,0,0,0.021515,0,0.75,228.3,683915,251175
"4581",1495,58,1,1,0,0,0.071295,0,0.995,297.85,679625,250440
"4582",1023,57,0,0,0,0,0.014345,0,0.769,230.25,683955,251180
"4583",1490,92,0,1,0,0,0.008102,0,2.489,255.8,680945,262475
"4584",1990,77,0,0,0,0,0.023964,0,1.258,226.88,687591,241296
"4585",1620,80,0,1,0,0,0.152372,0,1.938,404.85,678079,251005
"4586",1976,91,0,0,0,0,0.03484,0,0.537,137.88,685760,237508
"4587",1915,125,0,1,0,0,0.006392,0,0.469,256.28,694640,247461
"4588",2250,110,0,1,0,0,0.165351,0,1.376,63.82,692499,232525
"4589",1719,90,0,0,0,0,0.039748,0,0.65,324.58,685898,244756
"4590",1490,85,0,1,0,0,0.018203,0,0.936,218.57,684430,251905
"4591",1600,92,0,1,0,0,0.017438,0,0.432,253.51,698764,249462
"4592",1832,118,0,1,0,0,0.023862,0,1.844,226.67,680034,267790
"4593",2100,90,1,0,0,0,0.087801,0,0.862,201.91,688104,234439
"4594",1753,100,1,1,0,0,0.030234,0,0.479,167.18,693456,262957
"4595",3100,88,0,0,0,1,0.123864,0,0.297,305.33,672347,250254
"4596",3500,180,0,0,0,1,0.091076,0,0.347,2.3,681196,241581
"4597",1500,70,1,1,0,0,0.020585,0,0.522,292.33,675728,249934
"4598",2303,105,0,0,0,0,0.03197,0,1.171,288.65,689767,236739
"4599",1420,88,0,0,0,0,0.038181,0,2.254,172.64,690066,245686
"4600",1420,88,0,0,0,0,0.038181,0,2.254,172.64,690066,245686
"4601",1500,78,0,0,0,0,0.00964,0,0.973,237.27,689905,253347
"4602",1790,88,0,1,0,0,0.014774,0,0.829,251.62,683210,263646
"4603",2301,106,1,1,0,0,0.009869,0,1.531,265.68,683271,262879
"4604",1522,70,1,0,0,0,0.07597,0,0.66,95.95,676606,259071
"4605",1856,86,1,0,0,0,0.07597,0,0.66,95.95,676606,259071
"4606",2180,119,1,0,0,0,0.010226,0,1.33,192.64,686946,262747
"4607",2286,122,1,1,0,0,0.014157,0,1.687,268.42,687365,262552
"4608",2286,122,1,1,0,0,0.013614,0,1.724,266.48,687366,262509
"4609",1450,82,0,1,0,0,0.010948,0,0.174,123.4,682970,238935
"4610",1240,65,0,1,0,0,0.018981,0,0.261,213.51,681061,258286
"4611",1241,70,1,1,0,0,0.042535,0,1.194,260.69,707408,234246
"4612",1470,83,0,0,0,0,0.008521,0,1.545,127.01,679330,242416
"4613",2546,103,0,1,0,0,0.053464,0,1.045,250.03,698457,232432
"4614",1620,80,1,1,0,0,0.010541,0,0.457,251.2,678293,254851
"4615",1622,80,1,1,0,0,0.010541,0,0.457,251.2,678293,254851
"4616",1580,80,1,0,0,0,0.010541,0,0.457,251.2,678293,254851
"4617",1316,73,0,1,0,0,0.0134,0,0.66,267,703960,243321
"4618",1910,76,0,0,0,0,0.003447,0,0.845,237,681380,249645
"4619",1470,78,0,1,0,0,0.056986,0,0.8,169.72,685873,245497
"4620",2390,85,0,0,0,0,0.06483,0,0.375,382.31,686145,245120
"4621",3450,115,0,1,0,0,0.087327,0,1.164,294.89,679535,250640
"4622",1600,75,0,0,0,0,0.085902,0,1.604,356.9,679675,251060
"4623",1008,63,1,1,0,0,0.012149,0,0.869,227.96,683798,253372
"4624",1168,64,1,1,0,0,0.01556,0,0.858,230,683810,253490
"4625",2210,116,0,0,0,0,0.036391,0,1.318,226.06,681780,253215
"4626",1439,58,0,0,0,0,0.00254,0,0.75,238.05,682620,248575
"4627",1129,55,0,0,0,0,0.035295,0,1.386,274.26,676766,251516
"4628",2140,100,0,0,0,0,0.057151,0,0.245,352.56,689672,242825
"4629",820,35,0,0,0,0,0.003264,0,0.62,242.99,689396,251220
"4630",779,35,0,0,0,0,0.009693,0,0.465,260.6,685159,253723
"4631",900,25,1,0,0,0,0.003048,0,0.753,220,682190,247995
"4632",663,33,1,1,0,0,0.10198,0,0.204,128.5,681275,242990
"4633",750,44,0,1,0,0,0.034985,0,1.281,229.5,681745,253200
"4634",895,28,0,0,0,0,0.027126,0,1.047,196.45,678575,248745
"4635",1060,35,0,0,0,0,0.015419,0,0.652,205.75,678735,249175
"4636",1020,40,0,0,0,0,0.01696,0,0.691,206.69,678680,249195
"4637",771,31,1,1,0,0,0.033478,0,0.598,189.65,683920,251375
"4638",687,30,1,1,0,0,0.012606,0,0.91,229.79,683768,253432
"4639",724,29,0,1,0,0,0.013563,0,0.586,213.83,683935,252840
"4640",3800,145,0,1,0,1,0.064998,0,0.816,75.6,691417,232813
"4641",1530,65,1,0,0,0,0.013623,0,0.174,248.81,676421,236725
"4642",1222,65,1,1,0,0,0.019698,0,0.629,184.57,676800,259004
"4643",1222,65,1,0,0,0,0.019698,0,0.629,184.57,676800,259004
"4644",1150,50,1,1,0,0,0.016275,0,0.386,217.87,681177,258384
"4645",1176,71,0,1,0,0,0.123881,1,0.802,520.39,685467,254401
"4646",1425,55,1,0,0,0,0.085697,0,0.957,256.5,675400,259654
"4647",2250,63,1,1,0,0,0.064885,0,0.443,106.59,684615,239813
"4648",1095,58,0,1,0,0,0.048841,0,0.292,337.07,674603,248515
"4649",1520,65,1,0,0,0,0.008353,0,0.501,259.26,678315,254890
"4650",2070,65,1,0,0,0,0.004183,0,0.408,249.06,683465,247790
"4651",1630,85,1,0,0,0,0.003048,0,0.753,220,682190,247995
"4652",1270,45,0,0,0,0,0.01363,1,0.362,184.54,681820,246470
"4653",967,56,1,0,0,0,0.01324,0,0.89,222.75,683825,253420
"4654",1160,54,0,0,0,0,0.049285,0,0.246,127.52,695006,229746
"4655",1117,50,1,1,0,0,0.090443,0,0.518,97.46,675079,249904
"4656",1500,65,1,0,0,0,0.055675,0,0.658,348.81,683590,248630
"4657",1335,55,1,1,0,0,0.014746,0,0.61,210.45,678775,249190
"4658",1255,54,1,1,0,0,0.018773,0,0.736,211.72,680245,247220
"4659",1340,72,0,0,0,0,0.038181,0,2.254,172.64,690066,245686
"4660",1617,75,1,1,0,0,0.019698,0,0.629,184.57,676800,259004
"4661",1489,70,1,1,0,0,0.019696,0,0.681,176.26,676784,258954
"4662",1250,67,0,0,0,0,0.003538,0,1.094,240.39,688473,249987
"4663",1250,67,0,1,0,0,0.003538,0,1.094,240.39,688473,249987
"4664",1595,70,1,1,0,0,0.090443,0,0.518,97.46,675079,249904
"4665",2020,98,0,1,0,0,0.027276,0,0.689,165.6,674111,248276
"4666",1495,65,0,1,0,0,0.043577,0,0.525,312.56,674717,249193
"4667",1180,73,0,0,0,0,0.033109,0,0.636,183.23,698974,262586
"4668",1600,72,1,0,0,0,0.018249,0,1.376,269.26,680040,250660
"4669",1553,64,0,1,0,0,0.008975,0,0.885,209.95,682625,251670
"4670",1223,53,1,1,0,0,0.00165,0,0.96,220,686595,251130
"4671",1287,69,0,1,0,0,0.024201,0,1.479,266.2,695442,244422
"4672",1855,81,0,1,0,0,0.020194,0,1.171,160.38,682495,243285
"4673",1840,100,0,1,0,0,0.001159,0,1.676,249.2,690694,251665
"4674",2050,120,0,0,0,0,0.003729,0,0.525,245.19,700122,262754
"4675",2294,63,0,1,0,0,0.05125,0,2.015,347.95,678920,251650
"4676",2318,117,0,0,0,0,0.068569,0,0.215,415.76,682435,249867
"4677",1750,75,1,1,0,0,0.054714,0,0.802,123.43,676398,259070
"4678",1500,85,1,1,0,0,0.030508,0,0.552,298.01,701481,247607
"4679",2325,79,0,0,0,0,0.003427,0,0.106,220,682380,247270
"4680",1345,67,0,1,0,0,0.009669,0,0.501,219,687080,250585
"4681",1630,104,0,1,0,0,0.011282,0,0.818,284.95,676686,237321
"4682",1583,100,0,0,0,0,0.003575,0,0.815,248.11,676606,237355
"4683",1950,97,0,0,0,0,0.051828,0,2.326,362.88,683644,262174
"4684",1800,95,1,1,0,0,0.04618,0,2.82,385.69,683312,261547
"4685",2200,112,1,1,0,0,0.04618,0,2.82,385.69,683312,261547
"4686",2290,130,1,0,0,0,0.034466,0,3.588,197.28,675086,264412
"4687",2090,118,0,1,0,0,0.027489,0,0.806,310.67,689903,252874
"4688",2130,110,1,0,0,0,0.020316,0,0.933,236.65,682454,263400
"4689",2320,122,1,1,0,0,0.013472,0,1.226,270.03,682986,263108
"4690",2420,169,1,0,0,0,0.013472,0,1.226,270.03,682986,263108
"4691",1830,90,1,1,0,0,0.018837,0,0.868,283.84,683205,263594
"4692",2074,131,1,0,0,0,0.009869,0,1.531,265.68,683271,262879
"4693",2517,121,1,1,0,0,0.009869,0,1.531,265.68,683271,262879
"4694",2063,131,1,1,0,0,0.009869,0,1.531,265.68,683271,262879
"4695",2063,131,1,1,0,0,0.009869,0,1.531,265.68,683271,262879
"4696",2350,125,1,1,0,0,0.06554,0,0.576,128.24,676735,259089
"4697",1760,85,0,0,0,0,0.008372,0,0.458,246.01,688973,250766
"4698",1970,125,1,0,0,0,0.010226,0,1.33,192.64,686946,262747
"4699",2550,142,1,0,0,0,0.010226,0,1.33,192.64,686946,262747
"4700",1669,145,0,0,0,0,0.01064,0,1.642,245.57,687272,262551
"4701",1615,111,0,1,0,0,0.010849,0,1.72,248.01,687312,262484
"4702",1880,140,0,1,0,0,0.015061,0,2.947,230.44,704586,246504
"4703",2516,113,1,1,0,0,0.080483,0,1.072,153.49,688506,234493
"4704",2150,128,0,1,0,0,0.007891,0,1.019,244.28,687164,256674
"4705",1222,102,0,0,0,0,0.049202,0,0.697,137.18,691266,282389
"4706",1960,103,0,0,0,0,0.027305,0,1.165,270.48,695963,233924
"4707",2350,135,1,0,0,0,0.021756,0,0.777,195.9,679885,260810
"4708",1700,113,0,1,0,0,0.018327,0,1.804,286.06,675040,235309
"4709",1732,103,1,0,0,0,0.000211,0,0.77,242,701010,247441
"4710",1850,112,1,1,0,0,0.002192,0,0.212,242,677794,254552
"4711",1690,96,0,0,0,0,0.008521,0,1.545,127.01,679330,242416
"4712",2350,95,0,0,0,0,0.063345,0,0.511,373.33,677159,246220
"4713",1535,82,0,1,0,0,0.078025,0,0.228,395.08,674775,248527
"4714",2200,129,1,0,0,0,0.00774,0,0.085,261.6,696651,245131
"4715",1823,103,0,1,0,0,0.04867,0,1.2,209.47,687417,253125
"4716",1334,80,1,1,0,0,0.116382,0,1.459,533.55,678410,243525
"4717",1550,79,1,1,0,0,0.007316,0,0.944,244.02,696629,262828
"4718",1758,109,0,1,0,0,0.009722,0,3.365,213.94,677740,269199
"4719",1750,109,0,1,0,0,0.007625,0,3.411,203.12,677685,269210
"4720",1758,109,0,1,0,0,0.007625,0,3.411,203.12,677685,269210
"4721",1520,100,0,1,0,0,0.066985,0,1.702,121.24,674958,237937
"4722",1800,85,0,1,0,0,0.02244,0,1.138,201.96,679390,247595
"4723",1870,100,1,1,0,0,0.008227,0,1.127,237.5,679930,248565
"4724",1877,120,0,1,0,0,0.061319,0,0.661,102.62,676481,259191
"4725",2128,125,1,1,0,0,0.068763,0,0.643,101.99,676601,259096
"4726",3082,132,0,1,0,0,0.075435,0,0.439,442.33,685770,242774
"4727",1810,115,0,1,0,0,0.049285,0,0.246,127.52,695006,229746
"4728",1725,125,0,1,0,0,0.00327,0,0.786,257.77,676577,237336
"4729",2230,128,0,1,0,0,0.052076,0,2.3,364.87,683634,262198
"4730",2350,149,1,0,0,0,0.010226,0,1.33,192.64,686946,262747
"4731",2600,144,1,1,0,0,0.010004,0,0.407,234.41,701295,247056
"4732",4100,171,1,1,0,0,0.012353,0,0.946,191.98,685103,238059
"4733",2650,165,0,0,0,1,0.028868,0,1.791,276.94,697976,243943
"4734",2228,152,0,0,0,0,0.009653,0,3.385,213.23,677710,269219
"4735",3200,200,0,0,0,1,0.011348,0,0.319,260.4,685019,253787
"4736",6500,300,0,0,0,1,0.084496,0,1.118,298.94,675273,259550
"4737",1560,72,1,0,1,0,0.017766,0,1.634,260.56,693687,249291
"4738",858,41,0,1,0,0,0.082751,0,1.615,354.28,679837,251023
"4739",2950,130,0,0,1,1,0.046051,0,0.4,296.08,672762,249698
"4740",1380,70,0,0,0,0,0.006871,0,0.912,190,682567,240882
"4741",1276,70,0,0,0,0,0.021683,0,0.662,292.76,677580,233642
"4742",1100,50,0,0,0,0,0.018327,0,1.804,286.06,675040,235309
"4743",1800,86,0,0,0,0,0.053473,0,2.582,326.63,675236,252733
"4744",1250,64,1,1,0,0,0.006485,0,0.947,232.28,696580,262821
"4745",1310,55,0,0,0,0,0.069845,0,3.746,274.37,688824,260451
"4746",1112,62,0,1,0,0,0.00899,0,0.537,229.02,694701,253694
"4747",1920,80,0,1,0,0,0.021356,0,0.288,267.21,690942,236072
"4748",1700,80,1,0,0,0,0.009596,0,0.196,264.24,677329,232953
"4749",1700,80,0,0,0,0,0.069845,0,3.746,274.37,688824,260451
"4750",1390,65,0,1,0,0,0.046846,0,0.732,92.35,679395,247165
"4751",1456,75,0,1,0,0,0.007358,0,0.845,236.54,684005,253190
"4752",1395,70,0,1,0,0,0.014878,0,0.624,242.95,681045,247120
"4753",1663,95,1,0,0,0,0.023599,0,0.6,289.23,679713,259749
"4754",1800,97,1,1,0,0,0.023404,0,0.594,287.13,683272,264139
"4755",1520,87,0,0,0,0,0.06354,1,2.156,352.37,696146,264547
"4756",1930,90,0,1,0,0,0.03016,0,0.267,236.6,687761,244856
"4757",1750,80,0,1,0,0,0.013682,0,1.046,209.36,682459,251697
"4758",1352,74,0,1,0,0,0.057578,0,0.702,372.33,683374,264497
"4759",2042,105,1,0,0,0,0.059939,0,0.648,44.93,681281,242157
"4760",3000,115,0,1,0,0,0.008839,0,0.533,265.9,697328,261826
"4761",3100,145,0,1,0,0,0.016155,0,1.145,229.75,691512,249883
"4762",2100,125,0,1,0,1,0.094852,0,1.038,184.44,707986,261021
"4763",1662,104,0,0,0,0,0.051177,0,1.453,348.4,701640,242994
"4764",3500,120,0,1,0,1,0.140313,0,1.3,86.95,694344,230622
"4765",2800,150,0,0,0,1,0.046933,0,0.899,348.25,690411,255289
"4766",4000,170,0,0,0,1,0.025811,0,1.028,189.78,682970,250480
"4767",4700,220,0,1,0,1,0.107814,0,0.074,259.28,699562,232460
"4768",1519,78,0,0,0,0,0.014833,0,0.553,229.54,685223,253621
"4769",745,25,0,0,0,0,0.010278,0,0.636,214.25,683980,252860
"4770",1292,72,0,0,0,0,0.080373,0,0.592,111.07,691446,233062
"4771",2050,116,0,0,0,0,0.004344,0,1.15,220,688480,249806
"4772",1400,54,0,0,0,0,0.063008,0,0.51,359,683675,248285
"4773",1440,73,0,0,0,0,0.040843,0,0.404,134.3,684804,238921
"4774",2030,99,0,0,0,0,0.024243,0,0.879,199.17,685042,238135
"4775",1550,94,0,0,0,0,0.068916,0,1.783,194.17,688546,233631
"4776",3300,153,0,0,0,0,0.109655,0,0.72,436.5,686250,245675
"4777",1569,97,0,0,0,0,0.013681,0,2.082,184.88,691178,247033
"4778",1666,95,0,0,0,0,0.002205,0,0.973,242,677603,255388
"4779",1420,81,0,0,0,0,0.074731,0,0.828,94.13,690405,233830
"4780",910,45,0,0,0,0,0.021768,0,0.436,287.54,689504,250177
"4781",1500,93,0,1,0,0,0.01097,0,0.144,126.42,682926,238969
"4782",1315,62,0,0,0,0,0.059098,0,0.097,47.5,682039,239475
"4783",2095,105,0,1,0,0,0.010874,0,0.415,256.97,689658,255311
"4784",2200,117,0,0,0,0,0.016883,0,0.946,253.01,698045,232953
"4785",1418,67,0,0,0,0,0.030338,0,0.409,184.77,683720,251455
"4786",3070,96,0,0,0,0,0.040055,0,0.837,135,684390,241037
"4787",2750,150,0,1,0,0,0.005228,0,0.94,243.59,697962,261767
"4788",1550,85,1,1,0,0,0.005618,0,0.477,168.11,706284,253263
"4789",850,35,0,0,0,0,0.014719,0,0.44,258.2,683760,251445
"4790",613,27,0,0,0,0,0.008061,0,0.816,255.37,694263,262975
"4791",790,29,1,0,0,0,0.042885,0,0.947,267.97,683510,248995
"4792",750,32,0,0,0,0,0.034482,0,1.162,126.1,679060,247470
"4793",1280,72,0,1,0,0,0.010572,0,0.696,133.19,681841,241838
"4794",1175,75,0,1,0,0,0.008061,0,0.816,255.37,694263,262975
"4795",1129,48,0,1,0,0,0.091121,0,0.592,80.37,695667,228996
"4796",1060,58,1,0,0,0,0.013918,0,0.715,271.83,674559,249717
"4797",1244,75,1,1,0,0,0.066707,0,1.586,293.7,676780,256440
"4798",1132,65,0,1,0,0,0.048781,0,1.437,257.16,701250,234228
"4799",1650,60,0,1,0,0,0.099938,0,0.574,294.86,694640,234912
"4800",1390,64,1,0,0,0,0.013918,0,0.715,271.83,674559,249717
"4801",2300,72,1,1,0,0,0.08023,0,0.557,343.78,682245,246005
"4802",1770,85,0,1,0,0,0.006722,0,0.68,251.08,696099,244881
"4803",1857,105,1,1,0,0,0.021516,0,0.656,215.45,680427,259484
"4804",1590,84,1,0,0,0,0.007986,0,1.891,210.36,676075,254624
"4805",1264,93,0,1,0,0,0.052227,0,1.044,288.75,694600,262800
"4806",1530,82,0,0,0,0,0.024068,0,1.387,169.25,679060,247730
"4807",1227,70,0,1,0,0,0.009337,0,1.156,223.2,698914,260544
"4808",1101,65,0,0,0,0,0.01932,0,0.401,299.58,676701,236596
"4809",1370,73,0,1,0,0,0.006696,0,1.016,241.07,688377,250479
"4810",1433,85,0,0,0,0,0.052146,0,0.388,197.29,696767,233199
"4811",2200,160,0,1,0,0,0.013375,0,0.17,251.74,706955,243829
"4812",1650,95,1,1,0,0,0.041557,0,0.569,293.03,682766,263735
"4813",1900,114,1,1,0,0,0.044304,0,1.882,189.79,676118,254527
"4814",1700,105,1,1,0,0,0.007986,0,1.891,210.36,676075,254624
"4815",2190,95,0,1,0,0,0.05115,0,0.703,222.44,684072,237694
"4816",1321,102,0,1,0,0,0.010245,0,0.88,257.99,686324,256877
"4817",1811,110,1,1,0,0,0.025578,0,0.128,191.19,691886,282227
"4818",2590,111,0,0,0,0,0.037549,0,0.937,295.9,695761,234770
"4819",1490,101,0,1,0,0,0.010318,0,2.126,240.33,702823,234764
"4820",2480,143,0,1,0,0,0.015423,0,0.902,274.53,683248,263584
"4821",3400,155,0,0,0,1,0.04829,0,0.696,186.73,700109,232836
"4822",1915,117,1,1,0,0,0.009586,0,0.627,269.22,693916,263042
"4823",1564,70,1,1,0,0,0.092447,0,0.176,136,681645,246400
"4824",750,23,0,1,0,0,0.005911,0,1.381,217.46,679759,247880
"4825",795,28,0,1,0,0,0.027284,0,1.05,196.12,678560,248755
"4826",1790,83,0,1,0,0,0.112095,0,0.277,307.31,696922,233212
"4827",1395,70,0,1,0,0,0.03102,0,0.701,176.06,679688,247201
"4828",2080,137,0,1,0,0,0.060986,0,1.317,281.35,676680,261528
"4829",1400,69,1,1,0,0,0.023001,0,0.712,279.4,685177,254328
"4830",1690,86,0,1,0,0,0.037875,0,1.178,217.82,692493,232104
"4831",1050,83,0,0,0,0,0.017555,0,0.829,169.52,671896,250568
"4832",1960,103,0,1,0,0,0.041953,0,1.184,252.68,695994,233948
"4833",1475,77,0,0,0,0,0.002451,0,0.589,242,692592,249224
"4834",1098,56,0,0,0,0,0.015563,0,0.977,257.13,682740,253320
"4835",2000,90,0,0,0,0,0.105233,0,0.212,375,682450,249850
"4836",1055,82,0,0,0,0,0.011376,0,0.931,259.87,688974,255589
"4837",1290,61,0,0,0,0,0.007772,0,0.95,218.96,679165,248560
"4838",2328,130,0,0,0,0,0.001236,0,0.95,242,677690,255398
"4839",3745,100,0,0,0,0,0.043084,0,0.435,317.26,683490,247105
"4840",3080,85,0,0,0,0,0.009008,0,0.515,246.53,684453,245380
"4841",2511,168,0,0,0,1,0.017511,0,0.933,187.29,701437,233760
"4842",560,23,0,0,0,0,0.005939,0,0.7,203.84,681395,247785
"4843",641,24,0,0,0,0,0.081725,0,1.185,90.54,697474,260925
"4844",867,43,0,1,0,0,0.0464,0,2.602,321.27,672001,253442
"4845",900,38,0,1,0,0,0.037424,0,0.239,282.4,686820,252157
"4846",1060,25,1,1,0,0,0.03466,0,0.352,184.8,684250,246760
"4847",630,31,0,0,0,0,0.019532,0,1.026,227.91,681310,252270
"4848",728,30,0,1,0,0,0.00635,0,0.782,256.56,683455,253380
"4849",2511,168,0,0,0,1,0.017511,0,0.933,187.29,701437,233760
"4850",1520,90,0,0,0,0,0.010483,0,0.47,266.39,689468,255351
"4851",1470,61,1,1,0,0,0.047767,0,2.138,128.46,689811,245678
"4852",1121,63,0,1,0,0,0.018276,0,0.383,244.24,675565,256416
"4853",1710,80,0,0,0,0,0.080381,0,0.74,211.78,687097,255750
"4854",1040,46,0,0,0,0,0.000917,0,0.579,242,677581,254100
"4855",2040,70,1,1,0,0,0.009465,0,0.9,270.5,684440,245825
"4856",1205,61,1,1,0,0,0.026388,0,1.47,164.78,678960,248070
"4857",1321,67,1,0,0,0,0.02234,0,0.362,172,683670,251480
"4858",1553,55,0,0,0,0,0.037125,0,0.205,141.35,680355,246700
"4859",1100,45,0,0,0,0,0.008671,0,0.56,215.9,681350,247405
"4860",1695,64,1,1,0,0,0.024137,0,0.46,295.76,684160,246420
"4861",1290,60,0,1,0,0,0.005844,0,1.064,247.69,673730,251666
"4862",1880,65,1,1,0,0,0.026101,0,0.228,271.9,682085,249625
"4863",1170,67,0,0,0,0,0.011397,0,0.432,190.8,681760,246645
"4864",2100,130,0,0,0,1,0.037012,0,2.309,203.25,698600,238200
"4865",2220,100,0,1,0,0,0.024124,0,0.085,257.41,686315,255999
"4866",1372,100,0,1,0,0,0.029709,0,2.483,265.96,704256,264265
"4867",1245,74,0,1,0,0,0.006779,0,0.54,261.6,696276,260956
"4868",1770,105,1,0,1,0,0.014829,0,0.677,210.77,683087,263744
"4869",1875,108,1,1,0,0,0.009311,0,0.63,261.61,676688,237096
"4870",2365,119,0,0,0,0,0.108838,0,0.657,262.42,676057,245681
"4871",1905,102,0,0,0,0,0.034071,0,2.746,278.49,682644,233589
"4872",1955,95,0,1,0,0,0.022213,0,1.567,181.52,681151,264063
"4873",1585,99,0,1,0,0,0.018322,0,1.147,199.82,679580,261065
"4874",2993,130,1,0,0,0,0.032896,0,0.547,142.6,684724,238730
"4875",3625,205,0,1,0,0,0.13253,0,0.814,430.34,698241,262177
"4876",1239,100,1,1,0,0,0.012004,0,0.4,203.77,693584,262900
"4877",3800,126,0,1,0,0,0.105314,0,1.37,493.11,683870,249295
"4878",2300,125,0,1,0,0,0.061002,0,1.323,392.32,683595,249430
"4879",3150,136,0,1,0,0,0.005072,0,0.852,242,683545,253440
